"PID", "Sale_Price"
528172060, 102743.88
528176030, 272893.13
528186180, 322174.31
528228435, 459526.38
528228450, 144099.78
528240060, 284822.95
528240150, 92372.58
528250040, 458963.56
528275070, 141808.83
528275160, 268583.15
528280230, 202060.55
528290190, 137051.11
528292040, 162056.67
528292070, 145958.06
528315090, 113867.57
528321010, 164561.06
528327070, 99874.16
528344040, 103864.33
528365070, 289210.98
528385050, 130988.79
528431020, 127529.49
528435050, 135530.22
528441090, 126385.29
528456180, 125665.49
528456240, 116343.83
528458060, 144468.95
528480170, 216823.04
528488100, 106688.47
531363030, 138075.88
531369010, 103475.98
531452010, 277740.47
531453100, 184267.13
531475220, 196603.89
531477020, 186137.54
532353020, 135493.3
532378120, 185890.1
532378180, 159352.6
533213010, 192388.88
533213020, 244070.66
533213040, 455320.38
533221040, 245156.56
533223030, 158788.72
533236050, 217477.34
533253070, 177527
533254050, 207858.7
533254110, 155597.38
534128100, 79060.32
534129080, 257548.75
534175080, 113064.7
534226120, 189832.07
534252240, 87755.04
534276040, 126655.67
534402140, 137864.6
534429150, 258728.4
535101120, 141064.14
535125090, 225288.13
535151040, 115110.97
535154060, 198191.46
535175030, 154492.23
535175050, 201142.19
535178120, 195654.44
535179160, 125044.12
535351050, 312234.54
535353240, 158985.9
535375050, 161682.48
535377150, 121455.56
535378120, 94521.46
535383060, 119899.07
535383110, 198242.63
535425070, 241900.69
535452090, 142989.05
535453100, 124594.95
902102080, 304002.89
902103170, 199558.79
902105060, 156318.38
902106010, 122266.15
902106060, 91068.37
902109130, 189008.43
902135020, 179571.49
902201110, 104400.34
902206260, 326646.25
902300090, 210709.27
902301060, 94992.6
902301080, 380054.19
902405100, 225212.79
902477120, 31939.79
903226130, 156665.24
903231010, 196935.48
903231030, 169555.98
903231060, 131626.93
903234220, 198405.55
903427120, 291614.53
903429080, 177457.88
903429110, 152477.79
904301060, 115552.73
905101260, 257067.22
905103040, 159777.84
905103070, 305901.66
905105190, 96642.26
905107310, 196087.6
905200220, 195742.53
905229040, 177568.63
905402060, 265225.26
905452040, 106911.23
905480030, 194365.98
906201021, 98123.54
906201130, 285295.76
906203120, 296280.91
906223210, 124551.03
906226070, 361871.56
906226080, 283116.75
906340100, 82785.3
906340110, 147870.01
906340120, 122021.65
906378110, 117587.59
906380220, 103931.78
906392070, 177138
906392130, 137952.08
906426210, 255041.37
907126010, 260272.15
907131190, 208170.43
907135040, 125529.97
907202130, 104208.64
907227080, 139968.65
907227110, 113406.53
907252220, 90819.91
907260030, 176570.66
907275010, 217179.63
907285050, 322542.96
907410130, 134830.81
907414080, 154300.41
908102050, 168746.5
908102270, 77444.95
908128060, 223982.96
908154040, 120890.57
908186080, 251709.92
908201040, 76481.99
908225370, 176550.3
908250030, 190491.55
909251170, 335790.75
909254010, 145965.17
909276110, 70632.93
909279010, 116399.48
909427200, 135166.65
909451100, 131038.43
911104060, 73425.62
914474070, 152839.21
914475030, 147403.39
916176125, 163875.53
916382110, 106227.71
916403200, 142185.11
916475040, 189123.15
923201100, 222214.45
923203110, 160002.9
923228110, 204690.23
526353050, 183616.64
527107010, 143157.31
527107210, 152736.17
527127140, 159158.87
527131110, 144970.79
527164120, 116887.92
527165010, 297807.31
527252080, 195848.15
527276040, 107063.97
527301245, 231741.41
527302070, 146933.13
527302210, 200508.32
527325240, 229559.64
527357110, 156913.24
527357180, 102339.54
527380240, 145674.13
527427110, 163400.68
527452150, 143431.12
527454120, 157001.41
527455270, 197398.73
528102030, 136233.99
528110080, 117782.07
528110110, 242800.66
528142020, 188197.51
528170070, 134853.79
528178070, 226272
528180140, 380182.77
528186030, 93589.75
528186160, 154722.8
528228465, 231006.6
528235180, 252191.21
528290010, 162444.5
528326030, 102243.47
528354100, 206461.88
528363020, 176497.68
528427070, 138640.77
528431060, 168107.27
528431080, 340462.66
528431120, 161250.23
528458030, 115689.68
528458050, 154299.39
531450170, 272704.37
531451020, 129830.74
532354150, 145657.63
532376170, 277700.21
532477030, 180586.43
533125140, 89161.78
533206050, 149812.75
533212050, 163996.97
533212140, 139022.05
533215070, 401505.91
533217050, 131895.75
533236070, 171713.34
533250160, 145774.84
533350090, 358110.44
534225110, 161752.97
534251280, 149763.65
534277060, 190550.61
534277070, 133377.64
534400030, 228546.67
534401190, 166121.72
534403100, 99667.47
534428020, 346956.87
534477080, 118731.06
534477270, 152847.98
535103050, 220592.36
535105030, 119455.1
535178060, 132477.02
535180100, 485249.31
535180120, 116185.37
535302130, 91367.27
535352080, 163357.88
535375160, 143793.96
535380110, 125797
535380140, 91893.24
535403010, 219899.88
535451010, 327934.07
535453040, 167429.26
535455090, 121850.12
535456100, 93370
535477090, 212619.43
902100020, 258055.44
902105010, 192072.37
902105020, 116212.21
902105130, 444156.32
902109080, 166431.88
902109110, 114438.15
902109160, 60975.72
902128150, 124063.95
902201140, 151613.89
902202090, 170329.44
902205090, 178658.9
902207120, 197871.72
902330010, 114352.41
902405070, 155165.42
902406090, 118458.01
902427150, 114417.66
903226150, 201463.59
903228040, 112477.49
903232090, 196357.32
903234100, 126685.53
903235010, 454579.17
903235100, 133047.56
903400180, 317634.45
903401030, 104427.27
903426160, 156010.4
903454100, 197945.69
903455030, 191558.85
903455140, 283527.16
903458110, 149228.64
903476110, 189421.17
903481010, 172666.13
904100160, 82503.37
905200090, 178974.17
905201020, 115251.94
905226030, 208762.57
905227050, 227196.57
905401045, 91884.9
905426030, 199068.83
905427070, 201831.02
905452070, 117894.29
905452120, 134843.73
905479110, 130270.81
906424010, 90151.57
907126030, 351088.27
907135260, 177947.92
907175080, 244449.74
907176010, 135658.11
907203090, 351442.01
907227050, 208677.86
907250020, 359518.81
907251090, 224795.32
907253060, 125881.7
907253110, 160292.51
907255030, 129737.86
907255060, 50530.35
907260010, 176441.98
907262070, 231236.2
907290150, 257656.04
907295020, 168288.39
907412070, 176628.68
907425015, 243062.02
907425030, 246828.8
907425035, 184436.79
908102030, 202525.27
908103260, 185134.83
908151040, 158094.6
908152110, 98197.14
908152270, 187425.77
908154235, 126919.61
908250040, 100908.45
909100150, 149962.52
909101180, 336066.85
909175100, 202676.21
909281110, 197179.13
909425085, 145497.81
910202050, 118813.29
910226040, 194682.01
910251050, 113875.95
911370520, 119566.63
911370540, 159998.39
914465060, 220222.77
916226030, 158381.17
916384100, 156915.04
916386180, 188072.96
916402015, 157985.3
916460060, 286040.88
921201060, 161477.48
923202137, 126880.32
923203140, 124046.06
923225200, 203953.13
923225370, 202615.82
923228080, 184494.56
923228420, 263019.4
923275090, 149412.35
923277040, 198958.69
1007100110, 268068.94
526355170, 141827.52
527110080, 133310.11
527110120, 122819.02
527158090, 127960.13
527161090, 263163.99
527165100, 175945.96
527182040, 159284.27
527184110, 116647.69
527301280, 155690.1
527302020, 131204.18
527357020, 449523.86
527359010, 256626.6
527402150, 209740
527403310, 79045.2
527425140, 183384.83
527450030, 160765.46
527450220, 190856.42
527453010, 129208.92
528102090, 279304.7
528102130, 148095.29
528106040, 163435.78
528106050, 116476.71
528106060, 147003.14
528120010, 159622
528144050, 204141.13
528150040, 129639.61
528150110, 108497.08
528150120, 91773.5
528166150, 127196.2
528172050, 194306.26
528172070, 93476.88
528172075, 276008.28
528174030, 354099.49
528181060, 177715.26
528181080, 304104.79
528221040, 246492.57
528221050, 237999.75
528222030, 76248.04
528222060, 153519.26
528222080, 325673.6
528228270, 189531.11
528231010, 98469.08
528235170, 113194.9
528275035, 204206.4
528280110, 177346.86
528326060, 156893.45
528351010, 141361.87
528354060, 141441.46
528427100, 232355.2
528431030, 186396.59
528431040, 122761.72
528431050, 98217.52
528439080, 190984.47
528445070, 152675.94
528480180, 292486.44
528482010, 122291.78
528482030, 258300.57
528482090, 148570.95
531451150, 259577.47
531477040, 266453.27
532376040, 125035.47
532377140, 110740.74
532479050, 327100.64
532479120, 166651.71
533205110, 154273.43
533208020, 139101.86
533208040, 171563.2
533213140, 336951.16
533221060, 144888.1
533221100, 137531.75
533251110, 40537.79
533251130, 144153.55
534125120, 184871.27
534128090, 137375.57
534176140, 222929.77
534178010, 214567.1
534252070, 117709.33
534252110, 102586.39
534278150, 209368.61
534403040, 449920.67
534403290, 242217.93
534403420, 164077.21
534425015, 182977.47
534479120, 181754.99
535151020, 180158.68
535154080, 134970.29
535176070, 173964.55
535177110, 221243.62
535180030, 299658.01
535181030, 199893.52
535301160, 163675.51
535302070, 152252.15
535304170, 443702.52
535327160, 106799.8
535353160, 180811.44
535355020, 161759.57
535376010, 107812.22
535379060, 142706.59
535426130, 278378.31
535451110, 166097.91
535453150, 155385.6
535457020, 198927.28
535476360, 377545.36
535477180, 119381.81
535478040, 141480.27
902110010, 240961.64
902201130, 187023.19
902202070, 238864.17
902205020, 149730.24
902205130, 136854.01
902206270, 128183.24
902207010, 188607.51
902207150, 140694.7
902300040, 132256.21
902301030, 110319.29
902301130, 171370.8
902303100, 168765.03
902304040, 233263.96
902401030, 131778.58
902427180, 190041.52
903201090, 194156.9
903204030, 316363.16
903228080, 182341.39
903231090, 75168.67
903233180, 193467.14
903400040, 184531.5
903425270, 138790.09
903425280, 184124.61
903456110, 189568.63
903457040, 93156.02
903475060, 160390.09
904100100, 103320.31
905104090, 107042.03
905200010, 172003.94
905226130, 172056.55
905352010, 138326.06
905376090, 188461.53
905451390, 96234.65
905475270, 211723.17
905476170, 132546.42
906201023, 119952.65
906203140, 252499.15
906204140, 112491.73
906223040, 110031.14
906340080, 131615.33
906340090, 103532.18
906380140, 222340.14
906392080, 376776
906475170, 195638.29
907125040, 110324.51
907131060, 283347.58
907131120, 154096.77
907187040, 223201.46
907192040, 228981.85
907192120, 115459.82
907192150, 189547.05
907200250, 199710.27
907202100, 84587.5
907227060, 199218.53
907275080, 137562.3
907295040, 215936.8
908103090, 179952.1
908152060, 212171.1
908152180, 153729.8
908152260, 166423.95
908152290, 234094.99
908154195, 164804.71
908154205, 104681.85
908204090, 216590.78
908225240, 168835.43
908275090, 104449.48
908276230, 107448.56
909176170, 258729.85
909254130, 207023.36
909275110, 127089.46
909281130, 117246.43
909282020, 187317.08
909425270, 155038.68
909428120, 210106.08
909428180, 127991.35
909475050, 200070.01
909475070, 96698.4
909475230, 284604.18
910202030, 215368.92
910205130, 265515.74
910206010, 189249.52
911103060, 399383.1
911128010, 138502.27
914452120, 115997.51
914460020, 184228.67
914478020, 236159.69
916226090, 134214.39
916253320, 253171.82
916326090, 137175.73
916384070, 119045.76
916386170, 200856.7
916403290, 285307.31
916455050, 207416.35
916455150, 170127.48
923202220, 183290.64
923226300, 196930.76
923228200, 216054.99
923228220, 215202.07
923229140, 148829.77
923275200, 293907.89
923425030, 335107.62
526354020, 495018.04
527107020, 171823.49
527107120, 314755.19
527107240, 212201.93
527108010, 83258.37
527108030, 119130.01
527108090, 218960.32
527166030, 164433.75
527182020, 233863.68
527212040, 215765.51
527216050, 120831.12
527302080, 119142.22
527355280, 175924.54
527356020, 149063.45
527356060, 101118.76
527376110, 92448.13
527403120, 145535.15
527404180, 110189.58
527450080, 152729.66
527450210, 76426.1
527451450, 128106.04
527452310, 97167.51
527453070, 191399.65
528102010, 193591.37
528102080, 235923.12
528106120, 213053.87
528112010, 79969.5
528120140, 167993.4
528138030, 226650.4
528142060, 121788.6
528150080, 180297.61
528172020, 230791.89
528180080, 125865.57
528188040, 78759.42
528218060, 191664.68
528218130, 234764.29
528228415, 181820.61
528228545, 217494.61
528228580, 261756.62
528235130, 168290.78
528250060, 107793.47
528275080, 135905.43
528280100, 165279.9
528292080, 320867.34
528315080, 440394.97
528327010, 226435.44
528360050, 205921.77
528429060, 222660.73
528429130, 167235.33
528456200, 321969.97
528480150, 317988.97
528488130, 251044.21
531375100, 246875.93
531376050, 252410.92
531452080, 196515.37
531452210, 163041.64
531478010, 129531.3
532351150, 189284.06
532376250, 171923.32
532378070, 212425.31
533125120, 169085.46
533128090, 168093.22
533206040, 175252.35
533208050, 137930.09
533212100, 144504.75
533212110, 152774.26
533221080, 108584.44
533250130, 96725.79
533253050, 129142.33
533253090, 124468
534127190, 100946.92
534201280, 112640.8
534201300, 117554.92
534202180, 116463.01
534403440, 44045.77
534429130, 156934.53
534430050, 157296.67
534431030, 133734.26
534453150, 159722.88
535125060, 109617.78
535151080, 266171.02
535152070, 140613.55
535179050, 279169.3
535301010, 201459.23
535303050, 159865.61
535304020, 154127.59
535325130, 236213.38
535325450, 189982.6
535353180, 101058.77
535377070, 314824.63
535381060, 83818.73
535382020, 153308.59
535402100, 164490.85
535403200, 217028.67
535425050, 332076.57
535425080, 137503.81
535454050, 253090.6
535454060, 277873.43
535456010, 173679.82
535478070, 259438.13
902100110, 167885.51
902103090, 272966.28
902110130, 138178.44
902207080, 315360.95
902301120, 267224.39
902329090, 251270.1
902406030, 194435.09
902456015, 266560.95
903200050, 255630.17
903202120, 231242.85
903231070, 188623.26
903232170, 193702.13
903233220, 165633.55
903235020, 159078.66
903454080, 323793.36
903456060, 110942.5
904101040, 147652.01
905103140, 124391.57
905105010, 137748.04
905107240, 124298.29
905202190, 111155.3
905300010, 128605.76
905351045, 129738.69
905402110, 149228.72
905426100, 85207.46
905426150, 128583.66
905427010, 149116.07
905451050, 121166.13
905451410, 108271.91
905477010, 144315.16
906202040, 71640.42
906204180, 119394.31
906382030, 106803.96
906382050, 89453.2
906392090, 130302.37
906392100, 200656.07
906394060, 100110.8
906420020, 238197.29
907135230, 215035.14
907175030, 131891.37
907175060, 230411.67
907201160, 289020.24
907202140, 146480.45
907227090, 163437.9
907230240, 81217.8
907251100, 160050.68
907254050, 102724.89
907255050, 151714.78
907262080, 65826.08
907270050, 286931.13
907290020, 193902.57
907290160, 194546.71
907410040, 114432.22
907420090, 96887.71
908102320, 131596.33
908127050, 256546.93
908178050, 186662.64
908188150, 166186.36
909101080, 200314.2
909101190, 146848.59
909175030, 107412.44
909201180, 401400.65
909250070, 468508.96
909250200, 309548.17
909250210, 335689.36
909256010, 268926.1
909275230, 221196.68
909276010, 195099.88
909276070, 178125.05
909282060, 210959.55
910207110, 261313.4
911175440, 256968.43
911225110, 279216.9
913350030, 256174.34
916326010, 298528.98
916403130, 113307.33
916460070, 170191.85
923202025, 182099.09
923203090, 173124.55
923205120, 151130.19
923225260, 127711.27
923226150, 153004.77
923226290, 149876.6
923228130, 139382.37
923228180, 161310.16
923228260, 127525.86
923229110, 121246.9
923251180, 101306.24
924151050, 139194.83
526350040, 205754.92
527105030, 98932.65
527146030, 89423.39
527165230, 116565.81
527182190, 113495.16
527258010, 109908.32
527358200, 116965.08
527368020, 151468.68
527403020, 117317.79
527451410, 146995.45
527453130, 112515.69
527453150, 224439
527454200, 117078.25
528112020, 254968.21
528120090, 317632.23
528120100, 184301.07
528120120, 178684.56
528138020, 222739.81
528138060, 145610.05
528176010, 239329.47
528181050, 136225.11
528218150, 162894.29
528228285, 129385.15
528250100, 108393.18
528358010, 214754.74
528382020, 206244.64
528386040, 220383.65
528445060, 85472.03
531367050, 91302.51
531451110, 196744.71
531452050, 246700.93
531477050, 246926.79
532354090, 313029.69
532376160, 85164.88
532377060, 138648.71
532378110, 180950.85
532479070, 270424.41
533205060, 182922.24
533208090, 396618.69
533212020, 268956.02
533221090, 107451.53
533221110, 103125.91
533352170, 152813.83
534102025, 276466.46
534151175, 378569.84
534152100, 284906.93
535152050, 177918.85
535152150, 174190.56
535152250, 187035.62
535154050, 233892.89
535175180, 659510.46
535302200, 218507.94
535304180, 168207.76
535350030, 151348.71
535350040, 125836.32
535401080, 274011
535453070, 158149.74
535454070, 267171.06
535457090, 294738.59
902102100, 153182.3
902106130, 132815.11
902106140, 209330.26
902125160, 142270.47
903204040, 129767.12
903225150, 150877.84
903226160, 115429.99
903425110, 175232.42
903426200, 96031.9
905102060, 165804.22
905103060, 121802.61
905104210, 126479.9
905105070, 130642.92
905106170, 129619.11
905107110, 78289.03
905109130, 126412.71
905109170, 133753.57
905201030, 191337.4
905202090, 152430.55
905352140, 179076.37
905452160, 227305.05
905453080, 197979.06
905475510, 215831.06
905478190, 138173.31
906204230, 244155.33
906378100, 193642.68
906385010, 154657.31
906477110, 135293.4
907125090, 137330.44
907180050, 149712.68
907203070, 160888.58
907250030, 193734.02
907262050, 214716.63
907290040, 70708.46
907401090, 216083.72
907410080, 153374.61
908102110, 144659.05
908102130, 74508.96
908226130, 149348.69
