"PID", "Sale_Price"
907253060, 246857.05
907253110, 236715.28
907255030, 279348.6
907255060, 322133.05
907260010, 258146.04
907262070, 187512.54
907290150, 142821.12
907295020, 216334.34
907412070, 203852.48
907425015, 156278.32
907425030, 152440.47
907425035, 157292.23
908102030, 88538.91
908103260, 122071.32
908151040, 147762.31
908152110, 150114.01
908152270, 149804.53
908154235, 657926.87
908250040, 101632.07
909100150, 116680.24
909101180, 111084.81
909175100, 161500.62
909281110, 197850.02
909425085, 247050.41
910202050, 63912.55
910226040, 153623.92
910251050, 71721.8
911370520, 297284
911370540, 279775.17
914465060, 286721.43
916226030, 211312.06
916384100, 244759.46
916386180, 217271.59
916402015, 189200.71
916460060, 232261.22
921201060, 352540.11
923202137, 125065.5
923203140, 164127.62
923225200, 128973.53
923225370, 105770.81
923228080, 100800.58
923228420, 82211.48
923275090, 130898.18
923277040, 139304.45
1007100110, 115778.62
526355170, 257414.67
527110080, 177831.49
527110120, 175829.25
527158090, 172961.83
527161090, 184233.96
527165100, 166533.98
527182040, 154795.01
527184110, 214506.74
527301280, 149252.95
527302020, 183710.41
527357020, 164193.53
527359010, 181248.49
527402150, 131451.87
527403310, 147625.55
527425140, 119947.47
527450030, 107595.72
527450220, 113788.89
527453010, 153073.01
528102090, 347282.73
528102130, 326900.26
528106040, 420450.44
528106050, 470289.88
528106060, 336712.87
528120010, 277354.75
528144050, 354326.87
528150040, 343842.2
528150110, 386533.32
528150120, 332730.37
528166150, 340270.87
528172050, 237614.79
528172070, 215486.62
528172075, 234297.96
528174030, 190533.58
528181060, 213822.73
528181080, 201199.1
528221040, 209777.41
528221050, 183725.13
528222030, 183770.87
528222060, 182833.88
528222080, 176174.68
528228270, 203859.48
528231010, 238043.92
528235170, 211875.26
528275035, 169886.62
528280110, 177631.14
528326060, 249425.83
528351010, 655347.48
528354060, 236393.58
528427100, 282251.71
528431030, 213154.52
528431040, 415313.93
528431050, 264448.84
528439080, 236544.45
528445070, 242852.4
528480180, 257754.66
528482010, 251767.18
528482030, 275291.11
528482090, 280926.98
531451150, 131643.44
531477040, 143498.98
532376040, 126373.2
532377140, 129270.42
532479050, 146835.88
532479120, 194583.22
533205110, 213153.09
533208020, 223298.23
533208040, 193843.28
533213140, 169571.95
533221060, 172968.1
533221100, 180459.93
533251110, 292159.95
533251130, 196799.01
534125120, 137964.21
534128090, 193799.28
534176140, 162200.77
534178010, 132858.9
534252070, 98743.02
534252110, 132244.79
534278150, 151102.49
534403040, 158241.02
534403290, 205208.12
534403420, 146415.81
534425015, 221856.09
534479120, 127403.97
535151020, 138022.64
535154080, 147796.28
535176070, 147304.9
535177110, 171809.23
535180030, 133401.42
535181030, 156804.71
535301160, 129880.26
535302070, 124499.64
535304170, 131594.99
535327160, 129835.67
535353160, 123551.62
535355020, 213544.97
535376010, 92714.61
535379060, 102796.16
535426130, 180764.81
535451110, 135797.8
535453150, 145574.99
535457020, 157541.14
535476360, 197479.97
535477180, 116709.51
535478040, 131376.05
902110010, 104336.05
902201130, 113444.54
902202070, 112296.75
902205020, 85110.3
902205130, 90977.44
902206270, 126511.87
902207010, 100511.35
902207150, 116416.15
902300040, 133715.01
902301030, 130299.1
902301130, 110062.87
902303100, 150456.13
902304040, 136474.61
902401030, 148087.63
902427180, 125432.44
903201090, 116297.86
903204030, 131506.79
903228080, 134805.79
903231090, 138228.8
903233180, 131971.77
903400040, 165027.28
903425270, 117376.56
903425280, 143827.67
903456110, 192317.89
903457040, 172377.42
903475060, 121891.94
904100100, 200929.31
905104090, 115252.14
905200010, 125005.28
905226130, 155070.42
905352010, 186289.97
905376090, 154283.89
905451390, 144848.63
905475270, 114264.75
905476170, 87636.42
906201023, 260942.02
906203140, 283662.48
906204140, 227182.05
906223040, 220914.24
906340080, 394977.33
906340090, 374216.69
906380140, 185359.23
906392080, 177871.51
906475170, 228615.2
907125040, 154031.02
907131060, 170832.84
907131120, 194622.56
907187040, 228797.1
907192040, 221862.01
907192120, 207221.34
907192150, 190531.58
907200250, 151183.93
907202100, 124843.25
907227060, 130451.41
907275080, 236605.37
907295040, 226879.15
908103090, 117828.99
908152060, 126164.63
908152180, 134105.79
908152260, 149078.54
908152290, 158348.35
908154195, 683679.83
908154205, 677141.01
908204090, 124687.26
908225240, 111867.16
908275090, 101598.64
908276230, 116899.1
909176170, 137950
909254130, 166679.05
909275110, 194202.06
909281130, 262866.76
909282020, 224824.55
909425270, 196176.51
909428120, 250100.16
909428180, 193509.88
909475050, 205223.77
909475070, 243559.82
909475230, 296027.58
910202030, 82392.87
910205130, 141065.95
910206010, 59185.97
911103060, 112631.92
911128010, 122366.8
914452120, 152109.94
914460020, 208952.99
914478020, 129820.94
916226090, 217415.23
916253320, 209261.29
916326090, 231218.96
916384070, 262474.72
916386170, 252493.59
916403290, 209205.82
916455050, 200822.03
916455150, 312643.05
923202220, 153397.44
923226300, 85098.37
923228200, 94891.66
923228220, 83126.33
923229140, 204957.77
923275200, 135229.03
923425030, 133126.77
526354020, 183242.35
527107020, 183106.09
527107120, 184831.6
527107240, 187404.2
527108010, 295830.87
527108030, 233547.05
527108090, 251733.81
527166030, 178921.92
527182020, 156023.96
527212040, 386758.24
527216050, 404839.79
527302080, 253076.75
527355280, 206006.57
527356020, 283793.99
527356060, 173378.84
527376110, 177644.69
527403120, 105511.69
527404180, 105827.22
527450080, 124935.68
527450210, 100141.74
527451450, 102436.81
527452310, 134819.29
527453070, 134129.97
528102010, 376594.98
528102080, 412930.87
528106120, 242882.28
528112010, 250811.7
528120140, 339433.05
528138030, 365112.09
528142060, 300846.83
528150080, 334039.34
528172020, 258597.21
528180080, 274856.17
528188040, 181200.96
528218060, 172762.36
528218130, 209820.03
528228415, 179134.31
528228545, 172373.14
528228580, 228449.78
528235130, 189201.61
528250060, 183431.88
528275080, 197897.76
528280100, 209171.31
528292080, 245924.43
528315080, 283501.57
528327010, 403524.99
528360050, 566828.16
528429060, 250478.25
528429130, 289157.95
528456200, 201358.42
528480150, 197030.56
528488130, 203737.23
531375100, 166193.18
531376050, 177610.64
531452080, 179930.64
531452210, 154893.06
531478010, 114423.2
532351150, 128901.1
532376250, 125931.3
532378070, 132612.69
533125120, 383502.24
533128090, 270030.08
533206040, 172029.58
533208050, 204316.68
533212100, 143657.55
533212110, 147968.9
533221080, 176735.74
533250130, 271468.55
533253050, 166591.48
533253090, 187724.21
534127190, 238091.6
534201280, 135323.21
534201300, 128729.12
534202180, 146401.99
534403440, 160258.78
534429130, 149750.82
534430050, 128317.28
534431030, 133014.46
534453150, 119516.76
535125060, 207124.52
535151080, 134898.64
535152070, 148191.33
535179050, 146842.74
535301010, 147701.87
535303050, 146529.8
535304020, 137595.64
535325130, 124415.49
535325450, 136150.78
535353180, 231465.85
535377070, 65070.47
535381060, 97707.44
535382020, 120697.59
535402100, 147164.9
535403200, 117173.23
535425050, 150167.56
535425080, 262845.45
535454050, 86936.09
535454060, 87866.47
535456010, 130312.77
535478070, 131254.32
902100110, 165806.91
902103090, 124126.9
902110130, 94175.65
902207080, 125849.3
902301120, 108750.92
902329090, 140328.23
902406030, 122459.84
902456015, 65991.08
903200050, 96975.18
903202120, 132598.78
903231070, 128103.18
903232170, 74599.82
903233220, 127626.27
903235020, 92643.1
903454080, 129504.01
903456060, 91798.79
904101040, 122743.03
905103140, 153968.45
905105010, 130000.21
905107240, 168723.13
905202190, 223363.61
905300010, 130473.81
905351045, 150229.44
905402110, 134123.57
905426100, 177357.42
905426150, 201892.4
905427010, 197904.93
905451050, 149251.24
905451410, 128779.58
905477010, 98390.04
906202040, 185690.09
906204180, 258467.03
906382030, 229583.97
906382050, 254371.05
906392090, 265761.76
906392100, 227390.14
906394060, 192674.4
906420020, 212827.69
907135230, 155011.43
907175030, 218631.58
907175060, 208267.42
907201160, 145781.02
907202140, 140362.49
907227090, 120574.03
907230240, 143146.34
907251100, 245076.65
907254050, 201272.22
907255050, 268563.63
907262080, 201513.64
907270050, 272501.43
907290020, 242372.53
907290160, 144943.84
907410040, 195483.45
907420090, 193490.69
908102320, 155428.58
908127050, 131941.95
908178050, 256588.45
908188150, 141528.01
909101080, 91088.22
909101190, 123121
909175030, 155746.11
909201180, 111506.82
909250070, 152443.08
909250200, 133688.36
909250210, 112920.49
909256010, 145309.23
909275230, 178355.97
909276010, 190936.3
909276070, 182574.78
909282060, 201012.87
910207110, 95734.83
911175440, 78816.47
911225110, 69566.58
913350030, 215289.22
916326010, 213567.98
916403130, 225886.46
916460070, 198315.67
923202025, 195757.13
923203090, 163282.22
923205120, 132737.32
923225260, 167927.71
923226150, 147577.26
923226290, 77026.95
923228130, 85074.35
923228180, 76864.4
923228260, 81887.06
923229110, 164392.52
923251180, 154195.34
924151050, 217321.53
